query_id,query,expected_doc_ids,retrieved_doc_ids,hit_at_1,hit_at_k,failure_mode,method
q-010,"After comparing collector queue depth and source timestamps, what distinguishes an ingestion delay from event loss?",operations_telemetry_gap,operations_telemetry_gap|operations_support_triage|policy_data_retention,1,1,long_context,bge_m3_sparse_only
q-010,"After comparing collector queue depth and source timestamps, what distinguishes an ingestion delay from event loss?",operations_telemetry_gap,operations_telemetry_gap|operations_support_triage|policy_data_retention,1,1,long_context,rrf_dense_bge_m3_sparse
q-010,"After comparing collector queue depth and source timestamps, what distinguishes an ingestion delay from event loss?",operations_telemetry_gap,operations_telemetry_gap|operations_support_triage|policy_data_retention,1,1,long_context,relative_score_dense_bge_m3_sparse
q-011,"During a rollback, what must be preserved before the prior artifact is restored?",operations_release_rollback,operations_release_rollback|policy_change_control|operations_certificate_rotation,1,1,long_context,bge_m3_dense_only
q-011,"During a rollback, what must be preserved before the prior artifact is restored?",operations_release_rollback,operations_release_rollback|policy_change_control|operations_certificate_rotation,1,1,long_context,bge_m3_sparse_only
q-011,"During a rollback, what must be preserved before the prior artifact is restored?",operations_release_rollback,operations_release_rollback|policy_change_control|operations_certificate_rotation,1,1,long_context,rrf_dense_bge_m3_sparse
q-011,"During a rollback, what must be preserved before the prior artifact is restored?",operations_release_rollback,operations_release_rollback|policy_change_control|operations_certificate_rotation,1,1,long_context,relative_score_dense_bge_m3_sparse
q-012,What do support engineers mean by collecting the case fingerprint?,operations_support_triage,operations_support_triage|product_atlas_gateway|policy_data_retention,1,1,semantic_paraphrase,bge_m3_dense_only
q-012,What do support engineers mean by collecting the case fingerprint?,operations_support_triage,operations_support_triage|policy_data_retention|spec_storage,1,1,semantic_paraphrase,bge_m3_sparse_only
q-012,What do support engineers mean by collecting the case fingerprint?,operations_support_triage,operations_support_triage|policy_data_retention|spec_storage,1,1,semantic_paraphrase,rrf_dense_bge_m3_sparse
q-012,What do support engineers mean by collecting the case fingerprint?,operations_support_triage,operations_support_triage|policy_data_retention|spec_storage,1,1,semantic_paraphrase,relative_score_dense_bge_m3_sparse
q-013,Which Atlas module has a seven business day replacement lead time?,pricing_gateway,pricing_gateway|product_orion_switch|product_atlas_gateway,1,1,table_lookup,bge_m3_dense_only
q-013,Which Atlas module has a seven business day replacement lead time?,pricing_gateway,pricing_gateway|product_helios_reader|product_atlas_gateway,1,1,table_lookup,bge_m3_sparse_only
q-013,Which Atlas module has a seven business day replacement lead time?,pricing_gateway,pricing_gateway|product_atlas_gateway|product_helios_reader,1,1,table_lookup,rrf_dense_bge_m3_sparse
q-013,Which Atlas module has a seven business day replacement lead time?,pricing_gateway,pricing_gateway|product_atlas_gateway|product_helios_reader,1,1,table_lookup,relative_score_dense_bge_m3_sparse
q-014,What is the included response target for the Priority support plan?,pricing_support,pricing_support|operations_support_triage|policy_incident_severity,1,1,table_lookup,bge_m3_dense_only
q-014,What is the included response target for the Priority support plan?,pricing_support,pricing_support|spec_storage|policy_data_retention,1,1,table_lookup,bge_m3_sparse_only
q-014,What is the included response target for the Priority support plan?,pricing_support,pricing_support|spec_storage|policy_incident_severity,1,1,table_lookup,rrf_dense_bge_m3_sparse
q-014,What is the included response target for the Priority support plan?,pricing_support,pricing_support|spec_storage|policy_data_retention,1,1,table_lookup,relative_score_dense_bge_m3_sparse
q-015,What optical reference drift percentage triggers the Nimbus calibration threshold?,spec_sensor,product_nimbus_sensor|spec_sensor|product_orion_switch,0,1,table_lookup,bge_m3_dense_only
q-015,What optical reference drift percentage triggers the Nimbus calibration threshold?,spec_sensor,spec_sensor|product_nimbus_sensor|operations_release_rollback,1,1,table_lookup,bge_m3_sparse_only
q-015,What optical reference drift percentage triggers the Nimbus calibration threshold?,spec_sensor,product_nimbus_sensor|spec_sensor|product_orion_switch,0,1,table_lookup,rrf_dense_bge_m3_sparse
q-015,What optical reference drift percentage triggers the Nimbus calibration threshold?,spec_sensor,product_nimbus_sensor|spec_sensor|product_orion_switch,0,1,table_lookup,relative_score_dense_bge_m3_sparse
q-016,What is the minimum retention period for Vault-B storage?,spec_storage,spec_storage|policy_data_retention|spec_sensor,1,1,table_lookup,bge_m3_dense_only
q-016,What is the minimum retention period for Vault-B storage?,spec_storage,spec_storage|policy_data_retention|product_atlas_gateway,1,1,table_lookup,bge_m3_sparse_only
q-016,What is the minimum retention period for Vault-B storage?,spec_storage,spec_storage|policy_data_retention|spec_sensor,1,1,table_lookup,rrf_dense_bge_m3_sparse
q-016,What is the minimum retention period for Vault-B storage?,spec_storage,spec_storage|policy_data_retention|spec_sensor,1,1,table_lookup,relative_score_dense_bge_m3_sparse
