query_id,query,expected_doc_ids,retrieved_doc_ids,hit_at_1,hit_at_k,failure_mode,method
q-012,What is the Optical Insertion Loss listed in the table for Nimbus Sensor record 0012?,policy_0012_nsn-0012,product_0028_nsn-0028|product_0129_nsn-0129|specification_0027_nsn-0027,0,0,table_lookup,dense_only:ollama
q-013,What record contains identifier AX4-0013?,policy_0013_ax4-0013,operations_0141_ax4-0141|operations_0003_ax4-0003|operations_0197_ax4-0197,0,0,keyword_exact_match,dense_only:ollama
q-014,Which operations document covers image consistency verification for Helios Reader in the east region?,operations_0014_hrd-0014,operations_0109_hrd-0109|operations_0058_hrd-0058|operations_0183_hrd-0183,0,0,semantic_paraphrase,dense_only:ollama
q-015,"According to the product documentation for Nimbus Sensor (Record 0015), what is the required data retention period in cold storage?",product_0015_nsn-0015,product_0028_nsn-0028|specification_0027_nsn-0027|product_0143_nsn-0143,0,0,long_context,dense_only:ollama
q-016,What is the Standby Thermal Dissipation listed in the table for Orion Switch record 0016?,policy_0016_ors-0016,operations_0180_ors-0180|operations_0052_ors-0052|operations_0198_ors-0198,0,0,table_lookup,dense_only:ollama
q-017,What record contains identifier AX4-0017?,specification_0017_ax4-0017,operations_0141_ax4-0141|operations_0145_ax4-0145|operations_0197_ax4-0197,0,0,keyword_exact_match,dense_only:ollama
q-018,Which pricing document covers secondary node promotion for Atlas Gateway in the north region?,pricing_0018_ax4-0018,pricing_0006_ax4-0006|pricing_0155_ax4-0155|pricing_0049_ax4-0049,0,0,semantic_paraphrase,dense_only:ollama
q-019,"According to the policy documentation for Atlas Gateway (Record 0019), what is the required data retention period in cold storage?",policy_0019_ax4-0019,product_0059_ax4-0059|product_0130_ax4-0130|product_0001_ax4-0001,0,0,long_context,dense_only:ollama
q-020,What is the Optical Insertion Loss listed in the table for Atlas Gateway record 0020?,operations_0020_ax4-0020,operations_0020_ax4-0020|product_0035_ax4-0035|product_0178_ax4-0178,1,1,table_lookup,dense_only:ollama
q-021,What record contains identifier NSN-0021?,pricing_0021_nsn-0021,operations_0154_nsn-0154|operations_0124_nsn-0124|operations_0148_nsn-0148,0,0,keyword_exact_match,dense_only:ollama
q-022,Which operations document covers certificate rollover for Helios Reader in the west region?,operations_0022_hrd-0022,operations_0109_hrd-0109|policy_0146_hrd-0146|operations_0047_hrd-0047,0,0,semantic_paraphrase,dense_only:ollama
q-023,"According to the specification documentation for Atlas Gateway (Record 0023), what is the required data retention period in cold storage?",specification_0023_ax4-0023,product_0059_ax4-0059|product_0001_ax4-0001|product_0035_ax4-0035,0,0,long_context,dense_only:ollama
q-024,What is the Dynamic Range Capacity listed in the table for Nimbus Sensor record 0024?,specification_0024_nsn-0024,specification_0027_nsn-0027|specification_0046_nsn-0046|specification_0024_nsn-0024,0,1,table_lookup,dense_only:ollama
q-025,What record contains identifier ORS-0025?,pricing_0025_ors-0025,operations_0052_ors-0052|operations_0075_ors-0075|operations_0180_ors-0180,0,0,keyword_exact_match,dense_only:ollama
q-026,Which specification document covers bandwidth saturation control for Atlas Gateway in the north region?,specification_0026_ax4-0026,product_0035_ax4-0035|product_0178_ax4-0178|product_0153_ax4-0153,0,0,semantic_paraphrase,dense_only:ollama
q-027,"According to the specification documentation for Nimbus Sensor (Record 0027), what is the required data retention period in cold storage?",specification_0027_nsn-0027,product_0028_nsn-0028|specification_0027_nsn-0027|product_0129_nsn-0129,0,1,long_context,dense_only:ollama
q-028,What is the Carrier Frequency Drift listed in the table for Nimbus Sensor record 0028?,product_0028_nsn-0028,product_0028_nsn-0028|specification_0027_nsn-0027|specification_0138_nsn-0138,1,1,table_lookup,dense_only:ollama
q-029,What record contains identifier ORS-0029?,policy_0029_ors-0029,policy_0029_ors-0029|operations_0102_ors-0102|operations_0052_ors-0052,1,1,keyword_exact_match,dense_only:ollama
q-030,Which policy document covers firmware reconciliation for Nimbus Sensor in the west region?,policy_0030_nsn-0030,specification_0027_nsn-0027|operations_0082_nsn-0082|specification_0138_nsn-0138,0,0,semantic_paraphrase,dense_only:ollama
q-031,"According to the pricing documentation for Nimbus Sensor (Record 0031), what is the required data retention period in cold storage?",pricing_0031_nsn-0031,product_0028_nsn-0028|specification_0027_nsn-0027|pricing_0087_nsn-0087,0,0,long_context,dense_only:ollama
q-032,What is the Harmonic Distortion Floor listed in the table for Orion Switch record 0032?,specification_0032_ors-0032,product_0007_ors-0007|operations_0052_ors-0052|specification_0194_ors-0194,0,0,table_lookup,dense_only:ollama
