query_id,query,expected_doc_ids,retrieved_doc_ids,hit_at_1,hit_at_k,failure_mode,method
q-006,Which pricing document covers traffic shaping threshold for Atlas Gateway in the apac region?,pricing_0006_ax4-0006,pricing_0185_ax4-0185|pricing_0018_ax4-0018|pricing_0006_ax4-0006,0,1,semantic_paraphrase,qdrant_dense_colbert_rerank
q-007,"According to the product documentation for Orion Switch (Record 0007), what is the required data retention period in cold storage?",product_0007_ors-0007,product_0179_ors-0179|product_0040_ors-0040|product_0007_ors-0007,0,1,long_context,qdrant_dense
q-007,"According to the product documentation for Orion Switch (Record 0007), what is the required data retention period in cold storage?",product_0007_ors-0007,product_0103_ors-0103|product_0107_ors-0107|product_0007_ors-0007,0,1,long_context,qdrant_dense_colbert_rerank
q-008,What is the Quiescent Current Drain listed in the table for Nimbus Sensor record 0008?,product_0008_nsn-0008,product_0129_nsn-0129|product_0015_nsn-0015|product_0143_nsn-0143,0,0,table_lookup,qdrant_dense
q-008,What is the Quiescent Current Drain listed in the table for Nimbus Sensor record 0008?,product_0008_nsn-0008,product_0008_nsn-0008|specification_0108_nsn-0108|product_0028_nsn-0028,1,1,table_lookup,qdrant_dense_colbert_rerank
q-009,What record contains identifier AX4-0009?,policy_0009_ax4-0009,operations_0141_ax4-0141|specification_0200_ax4-0200|operations_0054_ax4-0054,0,0,keyword_exact_match,qdrant_dense
q-009,What record contains identifier AX4-0009?,policy_0009_ax4-0009,operations_0054_ax4-0054|operations_0197_ax4-0197|operations_0100_ax4-0100,0,0,keyword_exact_match,qdrant_dense_colbert_rerank
q-010,Which product document covers rate limiting trigger for Nimbus Sensor in the south region?,product_0010_nsn-0010,specification_0046_nsn-0046|operations_0062_nsn-0062|specification_0163_nsn-0163,0,0,semantic_paraphrase,qdrant_dense
q-010,Which product document covers rate limiting trigger for Nimbus Sensor in the south region?,product_0010_nsn-0010,product_0167_nsn-0167|product_0028_nsn-0028|product_0143_nsn-0143,0,0,semantic_paraphrase,qdrant_dense_colbert_rerank
q-011,"According to the pricing documentation for Helios Reader (Record 0011), what is the required data retention period in cold storage?",pricing_0011_hrd-0011,pricing_0128_hrd-0128|product_0165_hrd-0165|operations_0047_hrd-0047,0,0,long_context,qdrant_dense
q-011,"According to the pricing documentation for Helios Reader (Record 0011), what is the required data retention period in cold storage?",pricing_0011_hrd-0011,pricing_0150_hrd-0150|pricing_0011_hrd-0011|pricing_0170_hrd-0170,0,1,long_context,qdrant_dense_colbert_rerank
q-012,What is the Optical Insertion Loss listed in the table for Nimbus Sensor record 0012?,policy_0012_nsn-0012,product_0028_nsn-0028|product_0129_nsn-0129|specification_0027_nsn-0027,0,0,table_lookup,qdrant_dense
q-012,What is the Optical Insertion Loss listed in the table for Nimbus Sensor record 0012?,policy_0012_nsn-0012,product_0192_nsn-0192|product_0143_nsn-0143|product_0015_nsn-0015,0,0,table_lookup,qdrant_dense_colbert_rerank
q-013,What record contains identifier AX4-0013?,policy_0013_ax4-0013,operations_0141_ax4-0141|operations_0003_ax4-0003|operations_0197_ax4-0197,0,0,keyword_exact_match,qdrant_dense
q-013,What record contains identifier AX4-0013?,policy_0013_ax4-0013,operations_0003_ax4-0003|specification_0200_ax4-0200|operations_0141_ax4-0141,0,0,keyword_exact_match,qdrant_dense_colbert_rerank
q-014,Which operations document covers image consistency verification for Helios Reader in the east region?,operations_0014_hrd-0014,operations_0109_hrd-0109|operations_0058_hrd-0058|operations_0183_hrd-0183,0,0,semantic_paraphrase,qdrant_dense
q-014,Which operations document covers image consistency verification for Helios Reader in the east region?,operations_0014_hrd-0014,operations_0022_hrd-0022|operations_0014_hrd-0014|product_0125_hrd-0125,0,1,semantic_paraphrase,qdrant_dense_colbert_rerank
q-015,"According to the product documentation for Nimbus Sensor (Record 0015), what is the required data retention period in cold storage?",product_0015_nsn-0015,product_0028_nsn-0028|specification_0027_nsn-0027|product_0143_nsn-0143,0,0,long_context,qdrant_dense
q-015,"According to the product documentation for Nimbus Sensor (Record 0015), what is the required data retention period in cold storage?",product_0015_nsn-0015,product_0015_nsn-0015|product_0196_nsn-0196|product_0167_nsn-0167,1,1,long_context,qdrant_dense_colbert_rerank
q-016,What is the Standby Thermal Dissipation listed in the table for Orion Switch record 0016?,policy_0016_ors-0016,operations_0180_ors-0180|operations_0052_ors-0052|operations_0198_ors-0198,0,0,table_lookup,qdrant_dense
q-016,What is the Standby Thermal Dissipation listed in the table for Orion Switch record 0016?,policy_0016_ors-0016,product_0103_ors-0103|product_0107_ors-0107|product_0040_ors-0040,0,0,table_lookup,qdrant_dense_colbert_rerank
q-017,What record contains identifier AX4-0017?,specification_0017_ax4-0017,operations_0141_ax4-0141|operations_0145_ax4-0145|operations_0197_ax4-0197,0,0,keyword_exact_match,qdrant_dense
q-017,What record contains identifier AX4-0017?,specification_0017_ax4-0017,specification_0200_ax4-0200|product_0035_ax4-0035|operations_0054_ax4-0054,0,0,keyword_exact_match,qdrant_dense_colbert_rerank
q-018,Which pricing document covers secondary node promotion for Atlas Gateway in the north region?,pricing_0018_ax4-0018,pricing_0006_ax4-0006|pricing_0155_ax4-0155|pricing_0049_ax4-0049,0,0,semantic_paraphrase,qdrant_dense
q-018,Which pricing document covers secondary node promotion for Atlas Gateway in the north region?,pricing_0018_ax4-0018,pricing_0018_ax4-0018|pricing_0155_ax4-0155|product_0035_ax4-0035,1,1,semantic_paraphrase,qdrant_dense_colbert_rerank
q-019,"According to the policy documentation for Atlas Gateway (Record 0019), what is the required data retention period in cold storage?",policy_0019_ax4-0019,product_0059_ax4-0059|product_0130_ax4-0130|product_0001_ax4-0001,0,0,long_context,qdrant_dense
q-019,"According to the policy documentation for Atlas Gateway (Record 0019), what is the required data retention period in cold storage?",policy_0019_ax4-0019,policy_0013_ax4-0013|operations_0020_ax4-0020|operations_0003_ax4-0003,0,0,long_context,qdrant_dense_colbert_rerank
q-020,What is the Optical Insertion Loss listed in the table for Atlas Gateway record 0020?,operations_0020_ax4-0020,operations_0020_ax4-0020|product_0035_ax4-0035|product_0178_ax4-0178,1,1,table_lookup,qdrant_dense
q-020,What is the Optical Insertion Loss listed in the table for Atlas Gateway record 0020?,operations_0020_ax4-0020,operations_0020_ax4-0020|product_0001_ax4-0001|product_0130_ax4-0130,1,1,table_lookup,qdrant_dense_colbert_rerank
q-021,What record contains identifier NSN-0021?,pricing_0021_nsn-0021,operations_0154_nsn-0154|operations_0124_nsn-0124|operations_0148_nsn-0148,0,0,keyword_exact_match,qdrant_dense
q-021,What record contains identifier NSN-0021?,pricing_0021_nsn-0021,product_0034_nsn-0034|pricing_0021_nsn-0021|pricing_0031_nsn-0031,0,1,keyword_exact_match,qdrant_dense_colbert_rerank
q-022,Which operations document covers certificate rollover for Helios Reader in the west region?,operations_0022_hrd-0022,operations_0109_hrd-0109|policy_0146_hrd-0146|operations_0047_hrd-0047,0,0,semantic_paraphrase,qdrant_dense
q-022,Which operations document covers certificate rollover for Helios Reader in the west region?,operations_0022_hrd-0022,operations_0147_hrd-0147|operations_0014_hrd-0014|operations_0047_hrd-0047,0,0,semantic_paraphrase,qdrant_dense_colbert_rerank
q-023,"According to the specification documentation for Atlas Gateway (Record 0023), what is the required data retention period in cold storage?",specification_0023_ax4-0023,product_0059_ax4-0059|product_0001_ax4-0001|product_0035_ax4-0035,0,0,long_context,qdrant_dense
q-023,"According to the specification documentation for Atlas Gateway (Record 0023), what is the required data retention period in cold storage?",specification_0023_ax4-0023,product_0081_ax4-0081|product_0035_ax4-0035|product_0153_ax4-0153,0,0,long_context,qdrant_dense_colbert_rerank
q-024,What is the Dynamic Range Capacity listed in the table for Nimbus Sensor record 0024?,specification_0024_nsn-0024,specification_0027_nsn-0027|specification_0046_nsn-0046|specification_0024_nsn-0024,0,1,table_lookup,qdrant_dense
q-024,What is the Dynamic Range Capacity listed in the table for Nimbus Sensor record 0024?,specification_0024_nsn-0024,product_0028_nsn-0028|product_0015_nsn-0015|specification_0024_nsn-0024,0,1,table_lookup,qdrant_dense_colbert_rerank
q-025,What record contains identifier ORS-0025?,pricing_0025_ors-0025,operations_0052_ors-0052|operations_0075_ors-0075|operations_0180_ors-0180,0,0,keyword_exact_match,qdrant_dense
q-025,What record contains identifier ORS-0025?,pricing_0025_ors-0025,pricing_0025_ors-0025|product_0040_ors-0040|product_0114_ors-0114,1,1,keyword_exact_match,qdrant_dense_colbert_rerank
q-026,Which specification document covers bandwidth saturation control for Atlas Gateway in the north region?,specification_0026_ax4-0026,product_0035_ax4-0035|product_0178_ax4-0178|product_0153_ax4-0153,0,0,semantic_paraphrase,qdrant_dense
q-026,Which specification document covers bandwidth saturation control for Atlas Gateway in the north region?,specification_0026_ax4-0026,product_0130_ax4-0130|product_0153_ax4-0153|product_0035_ax4-0035,0,0,semantic_paraphrase,qdrant_dense_colbert_rerank
q-027,"According to the specification documentation for Nimbus Sensor (Record 0027), what is the required data retention period in cold storage?",specification_0027_nsn-0027,product_0028_nsn-0028|specification_0027_nsn-0027|product_0129_nsn-0129,0,1,long_context,qdrant_dense
q-027,"According to the specification documentation for Nimbus Sensor (Record 0027), what is the required data retention period in cold storage?",specification_0027_nsn-0027,specification_0027_nsn-0027|product_0167_nsn-0167|product_0196_nsn-0196,1,1,long_context,qdrant_dense_colbert_rerank
q-028,What is the Carrier Frequency Drift listed in the table for Nimbus Sensor record 0028?,product_0028_nsn-0028,product_0028_nsn-0028|specification_0027_nsn-0027|specification_0138_nsn-0138,1,1,table_lookup,qdrant_dense
q-028,What is the Carrier Frequency Drift listed in the table for Nimbus Sensor record 0028?,product_0028_nsn-0028,product_0028_nsn-0028|product_0129_nsn-0129|product_0010_nsn-0010,1,1,table_lookup,qdrant_dense_colbert_rerank
q-029,What record contains identifier ORS-0029?,policy_0029_ors-0029,policy_0029_ors-0029|operations_0102_ors-0102|operations_0052_ors-0052,1,1,keyword_exact_match,qdrant_dense
q-029,What record contains identifier ORS-0029?,policy_0029_ors-0029,product_0040_ors-0040|policy_0029_ors-0029|product_0114_ors-0114,0,1,keyword_exact_match,qdrant_dense_colbert_rerank
q-030,Which policy document covers firmware reconciliation for Nimbus Sensor in the west region?,policy_0030_nsn-0030,specification_0027_nsn-0027|operations_0082_nsn-0082|specification_0138_nsn-0138,0,0,semantic_paraphrase,qdrant_dense
q-030,Which policy document covers firmware reconciliation for Nimbus Sensor in the west region?,policy_0030_nsn-0030,policy_0189_nsn-0189|policy_0142_nsn-0142|policy_0030_nsn-0030,0,1,semantic_paraphrase,qdrant_dense_colbert_rerank
q-031,"According to the pricing documentation for Nimbus Sensor (Record 0031), what is the required data retention period in cold storage?",pricing_0031_nsn-0031,product_0028_nsn-0028|specification_0027_nsn-0027|pricing_0087_nsn-0087,0,0,long_context,qdrant_dense
q-031,"According to the pricing documentation for Nimbus Sensor (Record 0031), what is the required data retention period in cold storage?",pricing_0031_nsn-0031,pricing_0031_nsn-0031|pricing_0021_nsn-0021|pricing_0137_nsn-0137,1,1,long_context,qdrant_dense_colbert_rerank
q-032,What is the Harmonic Distortion Floor listed in the table for Orion Switch record 0032?,specification_0032_ors-0032,product_0007_ors-0007|operations_0052_ors-0052|specification_0194_ors-0194,0,0,table_lookup,qdrant_dense
q-032,What is the Harmonic Distortion Floor listed in the table for Orion Switch record 0032?,specification_0032_ors-0032,product_0040_ors-0040|product_0103_ors-0103|product_0007_ors-0007,0,0,table_lookup,qdrant_dense_colbert_rerank
